,instrument_token,tradingsymbol,name,instrument_type,segment,exchange
94981,316673,657GA30-SG,,EQ,NSE,NSE
94982,5191425,657GJ29-SG,,EQ,NSE,NSE
94983,515585,657GJ31-SG,,EQ,NSE,NSE
94984,1841665,657GS2033-GS,,EQ,NSE,NSE
94985,420865,657HP30-SG,,EQ,NSE,NSE
94986,421633,657HP30A-SG,,EQ,NSE,NSE
94987,5615617,657MH31-SG,,EQ,NSE,NSE
94988,5625601,657MP30-SG,,EQ,NSE,NSE
94989,5635585,657MZ35-SG,,EQ,NSE,NSE
94990,5646337,657RJ30-SG,,EQ,NSE,NSE
94991,483841,657TN31-SG,,EQ,NSE,NSE
94992,5191681,658AP30-SG,,EQ,NSE,NSE
94993,5273089,658GA30-SG,,EQ,NSE,NSE
94994,421377,658GA30A-SG,,EQ,NSE,NSE
94995,468481,658GA31-SG,,EQ,NSE,NSE
94996,783617,658GJ27-SG,,EQ,NSE,NSE
94997,5677825,658JK30-SG,,EQ,NSE,NSE
94998,5193729,658KA30-SG,,EQ,NSE,NSE
94999,5618689,658MP35-SG,,EQ,NSE,NSE
95000,5644801,658RJ30-SG,,EQ,NSE,NSE
95001,317185,658UP30-SG,,EQ,NSE,NSE
95002,1528577,659CG28-SG,,EQ,NSE,NSE
95003,275713,659HR30-SG,,EQ,NSE,NSE
95004,5650689,659RJ30-SG,,EQ,NSE,NSE
95005,317697,659RJ30A-SG,,EQ,NSE,NSE
95006,470017,659RJ31-SG,,EQ,NSE,NSE
95007,255233,659UP30-SG,,EQ,NSE,NSE
95008,5287425,65AP30-SG,,EQ,NSE,NSE
95009,5707521,65AP38-SG,,EQ,NSE,NSE
95010,5698817,65GA30-SG,,EQ,NSE,NSE
95011,5726465,65GA30A-SG,,EQ,NSE,NSE
95012,275201,65GJ30-SG,,EQ,NSE,NSE
95013,315649,65GJ30A-SG,,EQ,NSE,NSE
95014,5726209,65KA30-SG,,EQ,NSE,NSE
95015,314113,65KA30A-SG,,EQ,NSE,NSE
95016,5608705,65KL27-SG,,EQ,NSE,NSE
95017,253697,65NL30-SG,,EQ,NSE,NSE
95018,5633281,65OR23-SG,,EQ,NSE,NSE
95019,5727233,65RJ30-SG,,EQ,NSE,NSE
95020,5707009,65RJ50-SG,,EQ,NSE,NSE
95021,5727745,65TN30-SG,,EQ,NSE,NSE
95022,5652737,65UP30-SG,,EQ,NSE,NSE
95023,5676545,65WB30-SG,,EQ,NSE,NSE
95024,5716993,660AP39-SG,,EQ,NSE,NSE
95025,5717249,660AP40-SG,,EQ,NSE,NSE
95026,5681921,660TS30-SG,,EQ,NSE,NSE
95027,151809,661KA30-SG,,EQ,NSE,NSE
95028,497665,661KA33-SG,,EQ,NSE,NSE
95029,5748225,661KA35-SG,,EQ,NSE,NSE
95030,5718529,661MP35-SG,,EQ,NSE,NSE
95031,499969,661MP37-SG,,EQ,NSE,NSE
95032,277249,661RJ30-SG,,EQ,NSE,NSE
95033,485377,661RJ31-SG,,EQ,NSE,NSE
95034,516097,661RJ31A-SG,,EQ,NSE,NSE
95035,516353,661TS51-SG,,EQ,NSE,NSE
95036,484097,661UP31-SG,,EQ,NSE,NSE
95037,498433,661WB36-SG,,EQ,NSE,NSE
95038,364801,662AS30-SG,,EQ,NSE,NSE
95039,1616641,662CG28-SG,,EQ,NSE,NSE
95040,496385,662GA31-SG,,EQ,NSE,NSE
95041,1841409,662GS2051-GS,,EQ,NSE,NSE
95042,516865,662HR41-SG,,EQ,NSE,NSE
95043,194817,662JH30-SG,,EQ,NSE,NSE
95044,5678081,662JK30-SG,,EQ,NSE,NSE
95045,200193,662KA32-SG,,EQ,NSE,NSE
95046,443649,662KA32A-SG,,EQ,NSE,NSE
95047,365569,662NL30-SG,,EQ,NSE,NSE
95048,1765121,662PY28-SG,,EQ,NSE,NSE
95049,350465,662RJ30-SG,,EQ,NSE,NSE
95050,517121,662RJ41-SG,,EQ,NSE,NSE
95051,501505,662TS41-SG,,EQ,NSE,NSE
95052,157953,662UK30-SG,,EQ,NSE,NSE
95053,433921,662UP30-SG,,EQ,NSE,NSE
95054,496129,662UP31-SG,,EQ,NSE,NSE
95055,5719297,662WB35-SG,,EQ,NSE,NSE
95056,487681,663AP37-SG,,EQ,NSE,NSE
95057,16641,663GJ29-SG,,EQ,NSE,NSE
95058,517377,663HP31-SG,,EQ,NSE,NSE
95059,517889,663HP33-SG,,EQ,NSE,NSE
95060,1617153,663HR28-SG,,EQ,NSE,NSE
95061,5736961,663KA30-SG,,EQ,NSE,NSE
95062,422657,663KA34-SG,,EQ,NSE,NSE
95063,5608961,663KL30-SG,,EQ,NSE,NSE
95064,152577,663MH30-SG,,EQ,NSE,NSE
95065,496641,663ML31-SG,,EQ,NSE,NSE
95066,469249,663MN31-SG,,EQ,NSE,NSE
95067,488961,663PN51-SG,,EQ,NSE,NSE
95068,422913,663TN35-SG,,EQ,NSE,NSE
95069,5658113,663TN55-SG,,EQ,NSE,NSE
95070,157185,663UP30-SG,,EQ,NSE,NSE
95071,517633,663WB31-SG,,EQ,NSE,NSE
95072,486913,663WB41-SG,,EQ,NSE,NSE
95073,477697,664AP39-SG,,EQ,NSE,NSE
95074,318977,664AS30-SG,,EQ,NSE,NSE
95075,697345,664BR25-SG,,EQ,NSE,NSE
95076,820225,664GS2035-GS,,EQ,NSE,NSE
95077,476929,664JK36-SG,,EQ,NSE,NSE
95078,5726721,664KA32-SG,,EQ,NSE,NSE
95079,5624577,664MP30-SG,,EQ,NSE,NSE
95080,486145,664MZ32-SG,,EQ,NSE,NSE
95081,442881,664PY32-SG,,EQ,NSE,NSE
95082,5651201,664RJ24-SG,,EQ,NSE,NSE
95083,5737473,664RJ30-SG,,EQ,NSE,NSE
95084,483329,664SK31-SG,,EQ,NSE,NSE
95085,5665281,664TN23-SG,,EQ,NSE,NSE
95086,5678849,664TS50-SG,,EQ,NSE,NSE
95087,479233,664TS51-SG,,EQ,NSE,NSE
95088,5377,664UP30-SG,,EQ,NSE,NSE
95089,518145,664UP31-SG,,EQ,NSE,NSE
95090,445185,665AP36-SG,,EQ,NSE,NSE
95091,446721,665AP40-SG,,EQ,NSE,NSE
95092,478977,665AP41-SG,,EQ,NSE,NSE
95093,5735937,665GJ30-SG,,EQ,NSE,NSE
95094,351489,665JK30-SG,,EQ,NSE,NSE
95095,18433,665KA30-SG,,EQ,NSE,NSE
95096,391937,665KA35-SG,,EQ,NSE,NSE
95097,155905,665ML30-SG,,EQ,NSE,NSE
95098,5559297,665PN50-SG,,EQ,NSE,NSE
95099,449793,665PN50A-SG,,EQ,NSE,NSE
95100,444929,665TR35-SG,,EQ,NSE,NSE
95101,445953,665TS40-SG,,EQ,NSE,NSE
95102,953857,665WB28-SG,,EQ,NSE,NSE
95103,5677057,665WB30-SG,,EQ,NSE,NSE
95104,476161,666JH34-SG,,EQ,NSE,NSE
95105,319489,666KA32-SG,,EQ,NSE,NSE
95106,1804801,666TN29-SG,,EQ,NSE,NSE
95107,5737729,666TN30-SG,,EQ,NSE,NSE
95108,1427713,667GS2035-GS,,EQ,NSE,NSE
95109,244737,667GS2050-GS,,EQ,NSE,NSE
95110,7425,667MH31-SG,,EQ,NSE,NSE
95111,320257,667MH32-SG,,EQ,NSE,NSE
95112,22273,667RJ30-SG,,EQ,NSE,NSE
95113,5652481,667RJ50-SG,,EQ,NSE,NSE
95114,5728001,667TN50-SG,,EQ,NSE,NSE
95115,392961,667TS50-SG,,EQ,NSE,NSE
95116,19457,667UK30-SG,,EQ,NSE,NSE
95117,5737985,667UP30-SG,,EQ,NSE,NSE
95118,5265665,668AP24-SG,,EQ,NSE,NSE
95119,352769,668AP33-SG,,EQ,NSE,NSE
95120,5747969,668AP35-SG,,EQ,NSE,NSE
95121,366593,668AP35A-SG,,EQ,NSE,NSE
95122,5748481,668AP39-SG,,EQ,NSE,NSE
95123,5735681,668GA30-SG,,EQ,NSE,NSE
95124,1844481,668GS2031-GS,,EQ,NSE,NSE
95125,5727489,668HR39-SG,,EQ,NSE,NSE
95126,352257,668JH32-SG,,EQ,NSE,NSE
95127,367873,668KA36-SG,,EQ,NSE,NSE
95128,366081,668MZ31-SG,,EQ,NSE,NSE
95129,5666305,668TN55-SG,,EQ,NSE,NSE
95130,23553,668UP30-SG,,EQ,NSE,NSE
95131,5737217,668WB30-SG,,EQ,NSE,NSE
95132,392193,668WB35-SG,,EQ,NSE,NSE
95133,353025,669KA37-SG,,EQ,NSE,NSE
95134,698881,669MP25-SG,,EQ,NSE,NSE
95135,5629953,669MP30-SG,,EQ,NSE,NSE
95136,151041,669PN30-SG,,EQ,NSE,NSE
95137,45825,669TN30-SG,,EQ,NSE,NSE
95138,5660929,669TN50-SG,,EQ,NSE,NSE
95139,423681,669TS40-SG,,EQ,NSE,NSE
95140,5726977,669TS50-SG,,EQ,NSE,NSE
95141,5656833,669UP30-SG,,EQ,NSE,NSE
95142,297729,66AS30-SG,,EQ,NSE,NSE
95143,421121,66AS30A-SG,,EQ,NSE,NSE
95144,5475585,66GA30-SG,,EQ,NSE,NSE
95145,5121,66GA30A-SG,,EQ,NSE,NSE
95146,5542401,66GJ29-SG,,EQ,NSE,NSE
95147,312577,66HP30-SG,,EQ,NSE,NSE
95148,499201,66KA37-SG,,EQ,NSE,NSE
95149,5615873,66MH31-SG,,EQ,NSE,NSE
95150,391169,66ML30-SG,,EQ,NSE,NSE
95151,438273,66ML30A-SG,,EQ,NSE,NSE
95152,350209,66MN30-SG,,EQ,NSE,NSE
95153,5636353,66MZ30-SG,,EQ,NSE,NSE
95154,298241,66PN30-SG,,EQ,NSE,NSE
95155,4609,66RJ30-SG,,EQ,NSE,NSE
95156,156417,66RJ30A-SG,,EQ,NSE,NSE
95157,364033,66RJ30B-SG,,EQ,NSE,NSE
95158,439041,66RJ30C-SG,,EQ,NSE,NSE
95159,277505,66SK30-SG,,EQ,NSE,NSE
95160,5665025,66TN29-SG,,EQ,NSE,NSE
95161,5660417,66TN30-SG,,EQ,NSE,NSE
95162,474625,66UK31-SG,,EQ,NSE,NSE
95163,278017,66UP30-SG,,EQ,NSE,NSE
95164,422145,66UP30A-SG,,EQ,NSE,NSE
95165,471553,66UP31-SG,,EQ,NSE,NSE
95166,440577,66WB30-SG,,EQ,NSE,NSE
95167,5273601,670AP26-SG,,EQ,NSE,NSE
95168,5632513,670OR24-SG,,EQ,NSE,NSE
95169,5649921,670RJ50-SG,,EQ,NSE,NSE
95170,5664769,670TN50-SG,,EQ,NSE,NSE
95171,5651713,671RJ30-SG,,EQ,NSE,NSE
95172,1725697,671TN29-SG,,EQ,NSE,NSE
95173,370177,671TS40-SG,,EQ,NSE,NSE
95174,5748993,671TS50-SG,,EQ,NSE,NSE
95175,369409,671WB40-SG,,EQ,NSE,NSE
95176,5353985,672AP28-SG,,EQ,NSE,NSE
95177,5353729,672GA30-SG,,EQ,NSE,NSE
95178,960001,672GJ30-SG,,EQ,NSE,NSE
95179,221953,672HR35-SG,,EQ,NSE,NSE
95180,298497,672KA33-SG,,EQ,NSE,NSE
95181,742657,672KL27-SG,,EQ,NSE,NSE
95182,5577217,672PN30-SG,,EQ,NSE,NSE
95183,43777,672RJ30-SG,,EQ,NSE,NSE
95184,107521,672TN27-SG,,EQ,NSE,NSE
95185,5681153,672TS26-SG,,EQ,NSE,NSE
95186,5607169,673KL28-SG,,EQ,NSE,NSE
95187,5627137,673MP30-SG,,EQ,NSE,NSE
95188,353793,673PN40-SG,,EQ,NSE,NSE
95189,44289,673SK30-SG,,EQ,NSE,NSE
95190,5663233,673TN30-SG,,EQ,NSE,NSE
95191,321025,673TN40-SG,,EQ,NSE,NSE
95192,321537,673TS50-SG,,EQ,NSE,NSE
95193,42241,674GA30-SG,,EQ,NSE,NSE
95194,5577729,674PN24-SG,,EQ,NSE,NSE
95195,5660673,674TN50-SG,,EQ,NSE,NSE
95196,354817,674TS50-SG,,EQ,NSE,NSE
95197,41217,674UP30-SG,,EQ,NSE,NSE
95198,1274881,675BR27-SG,,EQ,NSE,NSE
95199,1559809,675GJ29-SG,,EQ,NSE,NSE
95200,1171201,675GJ31-SG,,EQ,NSE,NSE
95201,18945,675KA33-SG,,EQ,NSE,NSE
95202,158209,675KA33A-SG,,EQ,NSE,NSE
95203,279553,675KA34-SG,,EQ,NSE,NSE
95204,257537,675KA35-SG,,EQ,NSE,NSE
95205,5632001,675OR23-SG,,EQ,NSE,NSE
95206,248065,675RJ30-SG,,EQ,NSE,NSE
95207,817921,675RJ31-SG,,EQ,NSE,NSE
95208,593153,676GS2061-GS,,EQ,NSE,NSE
95209,24321,676MP33-SG,,EQ,NSE,NSE
95210,259073,676MP40-SG,,EQ,NSE,NSE
95211,5559809,676PN24-SG,,EQ,NSE,NSE
95212,224513,676PN40-SG,,EQ,NSE,NSE
95213,932097,676RJ31-SG,,EQ,NSE,NSE
95214,1469953,676TN31-SG,,EQ,NSE,NSE
95215,224257,677AP38-SG,,EQ,NSE,NSE
95216,5740033,677AP40-SG,,EQ,NSE,NSE
95217,1338113,677BR28-SG,,EQ,NSE,NSE
95218,5739777,677KA33-SG,,EQ,NSE,NSE
95219,8961,677KA34-SG,,EQ,NSE,NSE
95220,898817,677RJ31-SG,,EQ,NSE,NSE
95221,1470209,677RJ31A-SG,,EQ,NSE,NSE
95222,5665537,677TN24-SG,,EQ,NSE,NSE
95223,861185,677TN31-SG,,EQ,NSE,NSE
95224,10753,677WB40-SG,,EQ,NSE,NSE
95225,818177,678AP38-SG,,EQ,NSE,NSE
95226,819201,678AP39-SG,,EQ,NSE,NSE
95227,1171969,678GA31-SG,,EQ,NSE,NSE
95228,830465,678JK33-SG,,EQ,NSE,NSE
95229,46593,678KA32-SG,,EQ,NSE,NSE
95230,935681,678KL31-SG,,EQ,NSE,NSE
95231,936705,678MH31-SG,,EQ,NSE,NSE
95232,47361,678MH32-SG,,EQ,NSE,NSE
95233,845825,678MN31-SG,,EQ,NSE,NSE
95234,5605633,678RJ23-SG,,EQ,NSE,NSE
95235,5648129,678RJ30-SG,,EQ,NSE,NSE
95236,829697,678RJ31-SG,,EQ,NSE,NSE
95237,863489,678RJ31A-SG,,EQ,NSE,NSE
95238,932609,678SK31-SG,,EQ,NSE,NSE
95239,224769,678TS50-SG,,EQ,NSE,NSE
95240,299265,678WB35-SG,,EQ,NSE,NSE
95241,257025,679AP34-SG,,EQ,NSE,NSE
95242,1843713,679GS2027-GS,,EQ,NSE,NSE
95243,1841921,679GS2029-GS,,EQ,NSE,NSE
95244,900353,679HR31-SG,,EQ,NSE,NSE
95245,5678593,679JK30-SG,,EQ,NSE,NSE
95246,8193,679MP33-SG,,EQ,NSE,NSE
95247,280321,679MP40-SG,,EQ,NSE,NSE
95248,257793,679PN35-SG,,EQ,NSE,NSE
95249,1248513,679WB28-SG,,EQ,NSE,NSE
95250,1368065,679WB28A-SG,,EQ,NSE,NSE
95251,607745,67AS27-SG,,EQ,NSE,NSE
95252,42753,67GJ30-SG,,EQ,NSE,NSE
95253,6657,67HR30-SG,,EQ,NSE,NSE
95254,5889,67JK30-SG,,EQ,NSE,NSE
95255,320769,67JK32-SG,,EQ,NSE,NSE
95256,43521,67KA30-SG,,EQ,NSE,NSE
95257,5610497,67KL27-SG,,EQ,NSE,NSE
95258,40449,67MH28-SG,,EQ,NSE,NSE
95259,21249,67ML30-SG,,EQ,NSE,NSE
95260,22017,67NL30-SG,,EQ,NSE,NSE
95261,5560065,67PN30-SG,,EQ,NSE,NSE
95262,5748737,67PN40-SG,,EQ,NSE,NSE
95263,5650177,67RJ24-SG,,EQ,NSE,NSE
95264,22785,67TR30-SG,,EQ,NSE,NSE
95265,1172737,681KL31-SG,,EQ,NSE,NSE
95266,109313,681MH28-SG,,EQ,NSE,NSE
95267,948225,681MH31-SG,,EQ,NSE,NSE
95268,961281,681PN31-SG,,EQ,NSE,NSE
95269,300033,681TR35-SG,,EQ,NSE,NSE
95270,1286657,682BR28-SG,,EQ,NSE,NSE
95271,1275905,682CG28-SG,,EQ,NSE,NSE
95272,788993,682JH34-SG,,EQ,NSE,NSE
95273,787713,682KL32-SG,,EQ,NSE,NSE
95274,789249,682KL35-SG,,EQ,NSE,NSE
95275,864257,682MH32-SG,,EQ,NSE,NSE
95276,828929,682ML31-SG,,EQ,NSE,NSE
95277,789761,682PN36-SG,,EQ,NSE,NSE
95278,834305,682RJ31-SG,,EQ,NSE,NSE
95279,1803009,683BR30-SG,,EQ,NSE,NSE
95280,1505793,683GA31-SG,,EQ,NSE,NSE
95281,76033,683GJ30-SG,,EQ,NSE,NSE
95282,1775361,683GS2039-GS,,EQ,NSE,NSE
95283,1788929,683KA31-SG,,EQ,NSE,NSE
95284,1803521,683KA31A-SG,,EQ,NSE,NSE
95285,1831681,683KA31B-SG,,EQ,NSE,NSE
95286,1216513,683MH31-SG,,EQ,NSE,NSE
95287,913153,683MH32-SG,,EQ,NSE,NSE
95288,938241,683MH32A-SG,,EQ,NSE,NSE
95289,1172481,683MH32B-SG,,EQ,NSE,NSE
95290,1217281,683TN31-SG,,EQ,NSE,NSE
95291,1831937,683TN31A-SG,,EQ,NSE,NSE
95292,1277185,683WB28-SG,,EQ,NSE,NSE
95293,748801,683WB31-SG,,EQ,NSE,NSE
95294,900865,683WB31A-SG,,EQ,NSE,NSE
95295,833793,684AR31-SG,,EQ,NSE,NSE
95296,1830913,684BR30-SG,,EQ,NSE,NSE
95297,787457,684GA31-SG,,EQ,NSE,NSE
95298,116225,684GJ30-SG,,EQ,NSE,NSE
95299,749569,684GJ31-SG,,EQ,NSE,NSE
95300,1422849,684GJ31A-SG,,EQ,NSE,NSE
95301,1833217,684GS2022-GS,,EQ,NSE,NSE
95302,914177,684HR32-SG,,EQ,NSE,NSE
95303,786689,684JK31-SG,,EQ,NSE,NSE
95304,5609729,684KL30-SG,,EQ,NSE,NSE
95305,935937,684KL33-SG,,EQ,NSE,NSE
95306,901121,684MH32-SG,,EQ,NSE,NSE
95307,279041,684MZ34-SG,,EQ,NSE,NSE
95308,1506049,684PN31-SG,,EQ,NSE,NSE
95309,5651969,684RJ24-SG,,EQ,NSE,NSE
95310,5649409,684RJ30-SG,,EQ,NSE,NSE
95311,950529,684RJ31-SG,,EQ,NSE,NSE
95312,1170177,684RJ31A-SG,,EQ,NSE,NSE
95313,1789441,684RJ31B-SG,,EQ,NSE,NSE
95314,17409,684TS40-SG,,EQ,NSE,NSE
95315,747265,684UK31-SG,,EQ,NSE,NSE
95316,1507073,684UP31-SG,,EQ,NSE,NSE
95317,9729,685AP36-SG,,EQ,NSE,NSE
95318,748033,685AR31-SG,,EQ,NSE,NSE
95319,2095617,685AS29-SG,,EQ,NSE,NSE
95320,750081,685AS31-SG,,EQ,NSE,NSE
95321,1505537,685AS31A-SG,,EQ,NSE,NSE
95322,1422337,685BR30-SG,,EQ,NSE,NSE
95323,531713,685GA31-SG,,EQ,NSE,NSE
95324,744961,685GA31A-SG,,EQ,NSE,NSE
95325,1452545,685GA31B-SG,,EQ,NSE,NSE
95326,1831425,685GA31C-SG,,EQ,NSE,NSE
95327,76801,685KA30-SG,,EQ,NSE,NSE
95328,751873,685ML31-SG,,EQ,NSE,NSE
95329,1453313,685MP31-SG,,EQ,NSE,NSE
95330,835841,685NL31-SG,,EQ,NSE,NSE
95331,949761,685NL31A-SG,,EQ,NSE,NSE
95332,77313,685RJ30-SG,,EQ,NSE,NSE
95333,532225,685RJ31-SG,,EQ,NSE,NSE
95334,536833,685TN51-SG,,EQ,NSE,NSE
95335,5688065,685WB30-SG,,EQ,NSE,NSE
95336,5689857,685WB30A-SG,,EQ,NSE,NSE
95337,1424897,685WB31-SG,,EQ,NSE,NSE
95338,1468417,686AP35-SG,,EQ,NSE,NSE
95339,1760769,686HP30-SG,,EQ,NSE,NSE
95340,746497,686JH36-SG,,EQ,NSE,NSE
95341,114945,686KA30-SG,,EQ,NSE,NSE
95342,1468673,686KL35-SG,,EQ,NSE,NSE
95343,948993,686MH32-SG,,EQ,NSE,NSE
95344,752641,686PN33-SG,,EQ,NSE,NSE
95345,753409,686PY34-SG,,EQ,NSE,NSE
95346,1469441,686RJ36-SG,,EQ,NSE,NSE
95347,536321,686TS41-SG,,EQ,NSE,NSE
95348,5656065,686UP30-SG,,EQ,NSE,NSE
95349,190977,687AP35-SG,,EQ,NSE,NSE
95350,536577,687AP37-SG,,EQ,NSE,NSE
95351,10497,687AP38-SG,,EQ,NSE,NSE
95352,1469697,687AP40-SG,,EQ,NSE,NSE
95353,1451521,687AS31-SG,,EQ,NSE,NSE
95354,1802497,687AS31A-SG,,EQ,NSE,NSE
95355,1528321,687BR30-SG,,EQ,NSE,NSE
95356,1760513,687BR30A-SG,,EQ,NSE,NSE
95357,1417217,687HR31-SG,,EQ,NSE,NSE
95358,1453057,687JH31-SG,,EQ,NSE,NSE
95359,1763073,687KA31-SG,,EQ,NSE,NSE
95360,114689,687MH30-SG,,EQ,NSE,NSE
95361,865025,687MH33-SG,,EQ,NSE,NSE
95362,914945,687MH33A-SG,,EQ,NSE,NSE
95363,1456897,687MN31-SG,,EQ,NSE,NSE
95364,5649153,687RJ25-SG,,EQ,NSE,NSE
95365,1423617,687RJ31-SG,,EQ,NSE,NSE
95366,1789697,687SK31-SG,,EQ,NSE,NSE
95367,1457921,687UP31-SG,,EQ,NSE,NSE
95368,5411329,688AP34-SG,,EQ,NSE,NSE
95369,5389825,688AP35-SG,,EQ,NSE,NSE
95370,1422593,688GA31-SG,,EQ,NSE,NSE
95371,1252609,688GJ31-SG,,EQ,NSE,NSE
95372,1532417,688KA31-SG,,EQ,NSE,NSE
95373,1804033,688KA32-SG,,EQ,NSE,NSE
95374,901633,688MH33-SG,,EQ,NSE,NSE
95375,531969,688MN31-SG,,EQ,NSE,NSE
95376,5638657,688PY31-SG,,EQ,NSE,NSE
95377,534785,688RJ46-SG,,EQ,NSE,NSE
95378,5685505,688TS25-SG,,EQ,NSE,NSE
95379,5675009,688UK30-SG,,EQ,NSE,NSE
95380,532481,688UP31-SG,,EQ,NSE,NSE
95381,1217793,688UP31A-SG,,EQ,NSE,NSE
95382,259841,688WB40-SG,,EQ,NSE,NSE
95383,534017,689AP35-SG,,EQ,NSE,NSE
95384,528641,689BR28-SG,,EQ,NSE,NSE
95385,77569,689GA30-SG,,EQ,NSE,NSE
95386,1216001,689GA31-SG,,EQ,NSE,NSE
95387,1528833,689GA31A-SG,,EQ,NSE,NSE
95388,1530113,689GJ31-SG,,EQ,NSE,NSE
95389,1832705,689KA33-SG,,EQ,NSE,NSE
95390,1249537,689MH31-SG,,EQ,NSE,NSE
95391,1218561,689MH32-SG,,EQ,NSE,NSE
95392,5627649,689MP35-SG,,EQ,NSE,NSE
95393,196353,689MP40-SG,,EQ,NSE,NSE
95394,1423361,689PN31-SG,,EQ,NSE,NSE
95395,5662209,689TN25-SG,,EQ,NSE,NSE
95396,836097,689TS51-SG,,EQ,NSE,NSE
95397,1424641,689UP31-SG,,EQ,NSE,NSE
95398,535553,689WB41-SG,,EQ,NSE,NSE
95399,41985,68AS30-SG,,EQ,NSE,NSE
95400,5744129,68GS2060-GS,,EQ,NSE,NSE
95401,258305,68JK35-SG,,EQ,NSE,NSE
95402,785921,68KL31-SG,,EQ,NSE,NSE
95403,1172225,68MH31-SG,,EQ,NSE,NSE
95404,5612545,68MN30-SG,,EQ,NSE,NSE
95405,1470465,68NL31-SG,,EQ,NSE,NSE
95406,5633537,68OR25-SG,,EQ,NSE,NSE
95407,5558017,68PN26-SG,,EQ,NSE,NSE
95408,5645569,68RJ24-SG,,EQ,NSE,NSE
95409,960513,68RJ31-SG,,EQ,NSE,NSE
95410,1470721,68SK31-SG,,EQ,NSE,NSE
95411,260609,68TS50-SG,,EQ,NSE,NSE
95412,281089,68TS50A-SG,,EQ,NSE,NSE
95413,785153,68UK31-SG,,EQ,NSE,NSE
95414,5273345,690AP27-SG,,EQ,NSE,NSE
95415,5655809,690UP30-SG,,EQ,NSE,NSE
95416,160257,691AP39-SG,,EQ,NSE,NSE
95417,867329,691AP40-SG,,EQ,NSE,NSE
95418,110337,691AS30-SG,,EQ,NSE,NSE
95419,1528065,691AS31-SG,,EQ,NSE,NSE
95420,1277697,691GJ30-SG,,EQ,NSE,NSE
95421,1761025,691HP31-SG,,EQ,NSE,NSE
95422,1453569,691MH33-SG,,EQ,NSE,NSE
95423,1453825,691MH34-SG,,EQ,NSE,NSE
95424,161025,691MP40-SG,,EQ,NSE,NSE
95425,111873,691NL30-SG,,EQ,NSE,NSE
95426,1245697,691RJ31-SG,,EQ,NSE,NSE
95427,1418497,691RJ31A-SG,,EQ,NSE,NSE
95428,1534721,691RJ31B-SG,,EQ,NSE,NSE
95429,5657601,691UP30-SG,,EQ,NSE,NSE
95430,112385,691UP30A-SG,,EQ,NSE,NSE
95431,1765633,691WB31-SG,,EQ,NSE,NSE
95432,1789953,692AP41-SG,,EQ,NSE,NSE
95433,5265409,692AS24-SG,,EQ,NSE,NSE
95434,5417217,692BR32-SG,,EQ,NSE,NSE
95435,1761537,692HP33-SG,,EQ,NSE,NSE
95436,1386241,692HR30-SG,,EQ,NSE,NSE
95437,865793,692HR36-SG,,EQ,NSE,NSE
95438,1180673,692HR36A-SG,,EQ,NSE,NSE
95439,5605121,692PN35-SG,,EQ,NSE,NSE
95440,110081,692RJ30-SG,,EQ,NSE,NSE
95441,1678593,692RJ31-SG,,EQ,NSE,NSE
95442,1790209,692TN46-SG,,EQ,NSE,NSE
95443,1536001,692UP31-SG,,EQ,NSE,NSE
95444,1507585,693AP38-SG,,EQ,NSE,NSE
95445,570881,693GJ31-SG,,EQ,NSE,NSE
95446,1617921,693GJ31A-SG,,EQ,NSE,NSE
95447,1417473,693HP31-SG,,EQ,NSE,NSE
95448,1761281,693HP32-SG,,EQ,NSE,NSE
95449,109569,693JH30-SG,,EQ,NSE,NSE
95450,1532673,693KA32-SG,,EQ,NSE,NSE
95451,745729,693SK31-SG,,EQ,NSE,NSE
95452,1509377,693TS37-SG,,EQ,NSE,NSE
95453,1678849,693UP31-SG,,EQ,NSE,NSE
95454,1726465,693UP31A-SG,,EQ,NSE,NSE
95455,899329,694AP37-SG,,EQ,NSE,NSE
95456,899585,694AP38-SG,,EQ,NSE,NSE
95457,1509633,694AP41-SG,,EQ,NSE,NSE
95458,1678337,694AS31-SG,,EQ,NSE,NSE
95459,744193,694CG29-SG,,EQ,NSE,NSE
95460,5411585,694GA30-SG,,EQ,NSE,NSE
95461,1803265,694JK36-SG,,EQ,NSE,NSE
95462,1278209,694MH31-SG,,EQ,NSE,NSE
95463,5626625,694MP35-SG,,EQ,NSE,NSE
95464,1506817,694RJ33-SG,,EQ,NSE,NSE
95465,5665793,694TN25-SG,,EQ,NSE,NSE
95466,5664257,694TN50-SG,,EQ,NSE,NSE
95467,82433,694TS50-SG,,EQ,NSE,NSE
95468,161281,694TS50A-SG,,EQ,NSE,NSE
95469,5684993,694TS60-SG,,EQ,NSE,NSE
95470,1252097,694UK31-SG,,EQ,NSE,NSE
95471,547841,694UP31-SG,,EQ,NSE,NSE
95472,1251585,694UP31A-SG,,EQ,NSE,NSE
95473,1832961,694WB36-SG,,EQ,NSE,NSE
95474,5417473,695AS30-SG,,EQ,NSE,NSE
95475,1617409,695BR30-SG,,EQ,NSE,NSE
95476,1288449,695GJ31-SG,,EQ,NSE,NSE
95477,1745153,695GS2061-GS,,EQ,NSE,NSE
95478,5412097,695HP29-SG,,EQ,NSE,NSE
95479,5339905,695HP33-SG,,EQ,NSE,NSE
95480,5339649,695HP34-SG,,EQ,NSE,NSE
95481,946177,695HR33-SG,,EQ,NSE,NSE
95482,1589761,695KA31-SG,,EQ,NSE,NSE
95483,1288961,695MH31-SG,,EQ,NSE,NSE
